vendor_id,pickup_date,pickup_time,dropoff_datetime,trip_distance,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,tip_amount,total_amount,dummy_variable
2,4/18/2014,12:45:16 PM,04/18/2014 12:53:22 PM,1.87,40.84198761,-73.94217682,40.8058548,-73.961586,0,9,1
2,4/18/2014,6:41:57 PM,04/18/2014 7:02:15 PM,3.16,40.81045151,-73.94342804,40.78567123,-73.97613525,0,17,1
1,4/18/2014,5:16:18 PM,04/18/2014 5:30:14 PM,2.1,40.68693161,-73.94474792,40.69332886,-73.97422028,1,14,1
2,4/18/2014,4:59:43 PM,04/18/2014 5:04:26 PM,0.5,40.68396378,-73.92929077,40.67949295,-73.93224335,0,6.5,1
2,4/18/2014,8:32:42 PM,04/18/2014 8:47:50 PM,5.55,40.73236847,-73.95426941,40.68314743,-73.99546051,3.7,22.7,1
2,4/18/2014,7:03:23 PM,04/18/2014 7:11:53 PM,1.76,40.82671356,-73.93896484,40.83929062,-73.92429352,0,9.5,1
1,4/18/2014,7:38:14 AM,04/18/2014 7:54:00 AM,2.5,40.74886322,-73.89291382,40.75099945,-73.89266968,0,13,1
2,4/18/2014,7:23:05 PM,04/18/2014 7:33:28 PM,1.29,40.71248245,-73.94232178,40.71385574,-73.96169281,1.9,11.9,1
2,4/18/2014,4:38:29 PM,04/18/2014 5:10:32 PM,5.81,40.63859177,-73.95880127,40.68068695,-73.96635437,0,26.5,1
2,4/18/2014,2:56:41 AM,04/18/2014 3:00:06 AM,0.54,40.85718918,-73.93215179,40.86338043,-73.92669678,0,5.5,1
2,4/18/2014,10:20:47 PM,04/18/2014 10:24:52 PM,0.59,40.71889877,-73.95678711,40.71295547,-73.95703888,0,5.5,1
2,4/18/2014,1:12:57 AM,04/18/2014 1:28:37 AM,4.02,40.72698212,-73.95731354,40.68864059,-73.94204712,0,15.5,1
2,4/18/2014,5:56:31 PM,04/18/2014 6:03:54 PM,0.81,40.6841774,-73.97605896,40.68444061,-73.96576691,0,8,1
1,4/18/2014,11:29:29 PM,04/18/2014 11:40:07 PM,2.1,40.72642517,-73.95636749,40.70779419,-73.95590973,1.5,12,1
1,4/18/2014,10:58:57 AM,04/18/2014 11:03:51 AM,1,40.72679138,-73.95384979,40.71752548,-73.9645462,1.2,7.2,1
2,4/18/2014,10:22:49 PM,04/18/2014 10:37:14 PM,4.88,40.78646851,-73.94835663,40.8380661,-73.91795349,0,17.5,1
2,4/18/2014,9:48:27 PM,04/18/2014 9:58:01 PM,2.66,40.76021957,-73.82767487,40.76730347,-73.79428101,0,11,1
1,4/18/2014,9:18:46 AM,04/18/2014 9:28:13 AM,2,40.79956055,-73.94509125,40.77787399,-73.95105743,0,9.5,1
2,4/18/2014,10:13:14 PM,04/18/2014 10:18:22 PM,0.97,40.80521393,-73.93921661,40.79554367,-73.94641876,0,6.5,1
2,4/18/2014,6:06:34 PM,04/18/2014 6:12:29 PM,0.49,40.70752335,-73.95531464,40.70928192,-73.96175385,1,8,1
2,4/18/2014,6:28:48 PM,04/18/2014 6:37:47 PM,0.8,40.71704483,-73.8035202,40.73507309,-73.87453461,0,8.5,1
2,4/18/2014,9:26:55 PM,04/18/2014 9:41:51 PM,4.69,40.77104187,-73.90355682,40.75751114,-73.96672821,0,16.5,1
2,4/18/2014,9:32:06 PM,04/18/2014 9:59:42 PM,10.38,40.75691986,-73.84410858,40.71905518,-73.98989868,6,39.5,1
2,4/18/2014,11:07:30 AM,04/18/2014 11:26:56 AM,3.82,40.7350502,-73.87451172,40.76251602,-73.91959381,4.8,21.3,1
1,4/18/2014,9:05:20 AM,04/18/2014 9:16:43 AM,2.3,40.81056595,-73.95271301,40.8275795,-73.92579651,0,11,1
1,4/18/2014,9:51:41 PM,04/18/2014 9:57:24 PM,1.2,40.7256546,-73.94563293,40.71896744,-73.95870209,1,8,1
1,4/18/2014,2:06:15 AM,04/18/2014 2:11:16 AM,0.8,40.72156906,-73.84378052,40.73283386,-73.84952545,0,6.5,1
2,4/18/2014,9:26:58 PM,04/18/2014 9:30:17 PM,0.79,40.68730164,-73.97349548,40.68003845,-73.96809387,1,6.5,1
2,4/18/2014,10:44:26 AM,04/18/2014 10:47:53 AM,0.86,40.81509018,-73.95814514,40.80453873,-73.96217346,0,5.5,1
2,4/18/2014,12:06:36 PM,04/18/2014 12:13:09 PM,1.07,40.73641205,-73.85726929,40.72021103,-73.85988617,1.95,8.95,1
2,4/18/2014,2:28:45 AM,04/18/2014 2:30:50 AM,0.61,40.77606964,-73.91069031,40.77668381,-73.91618347,0,5,1
2,4/18/2014,9:40:12 PM,04/18/2014 9:45:33 PM,1.24,40.8051033,-73.93939972,40.81968689,-73.95521545,1.4,8.9,1
1,4/18/2014,9:05:32 PM,04/18/2014 9:24:44 PM,3.9,40.86265564,-73.90076447,40.82641602,-73.89923859,0,17,1
1,4/18/2014,12:58:56 AM,04/18/2014 1:09:47 AM,2.5,40.75537109,-73.92511749,40.74822235,-73.88401031,0,11.5,1
1,4/18/2014,9:05:15 AM,04/18/2014 9:34:11 AM,15,40.58769608,-73.95384216,40.73505402,-73.87420654,4,46.5,1
1,4/18/2014,8:07:48 PM,04/18/2014 8:16:40 PM,2.1,40.7097168,-73.95881653,40.70493698,-73.93339539,0,10,1
2,4/18/2014,1:41:35 AM,04/18/2014 2:00:48 AM,3.71,40.71762085,-73.95812988,40.70021057,-73.91383362,3.1,19.1,1
2,4/18/2014,3:38:32 PM,04/18/2014 3:42:05 PM,0.73,40.74718475,-73.89257813,40.76109695,-73.94091797,0,5,1
2,4/18/2014,9:31:41 AM,04/18/2014 9:45:08 AM,5.33,40.81359482,-73.95957184,40.75876999,-73.99311066,0,18,1
2,4/18/2014,6:12:22 PM,04/18/2014 6:35:33 PM,3.68,40.7183609,-73.95409393,40.73534775,-73.9882431,0,18.5,1
2,4/18/2014,11:01:22 PM,04/18/2014 11:04:26 PM,0.8,40.72182465,-73.95798492,40.71228027,-73.9661026,0,5.5,1
1,4/18/2014,4:19:27 PM,04/18/2014 4:26:52 PM,1.5,40.7459259,-73.90100098,40.75629425,-73.91996002,0,9,1
2,4/18/2014,11:05:34 PM,04/18/2014 11:13:27 PM,2.43,40.80306244,-73.96406555,40.77296448,-73.98228455,0,10.5,1
2,4/18/2014,10:48:17 AM,04/18/2014 11:00:54 AM,3.73,40.82839584,-73.94887543,40.86592484,-73.91972351,0,14.5,1
2,4/18/2014,3:21:13 PM,04/19/2014 2:26:09 PM,1.18,40.81712341,-73.94244385,40.78497696,-73.94874573,0,6.5,1
2,4/18/2014,8:28:03 AM,04/18/2014 8:39:18 AM,2.76,40.74565125,-73.95722961,40.74819565,-73.98472595,3.27,20.1,1
1,4/18/2014,8:06:11 AM,04/18/2014 8:13:04 AM,1.8,40.83975983,-73.90018463,40.81725311,-73.91593933,0,8.5,1
2,4/18/2014,12:32:46 PM,04/18/2014 12:40:33 PM,1.24,40.75267029,-73.89535522,40.7458992,-73.88444519,0,8,1
1,4/18/2014,5:55:50 PM,04/18/2014 5:57:53 PM,0,40.68393326,-73.95632172,40.69207764,-73.95558929,0,5,1
2,4/18/2014,12:58:15 PM,04/18/2014 1:09:40 PM,2.32,40.82276154,-73.91468048,40.84130096,-73.94017792,0,11,1
2,4/18/2014,5:54:57 AM,04/18/2014 6:01:54 AM,0,40.76456833,-73.87255859,40.74710846,-73.89251709,0,10,1
2,4/18/2014,6:10:55 PM,04/18/2014 6:15:11 PM,0.83,40.7213707,-73.84429932,40.72073746,-73.85532379,0,7,1
2,4/18/2014,10:40:00 PM,04/18/2014 10:57:10 PM,3.32,40.6749115,-73.98160553,40.64011765,-74.0065918,2.9,17.9,1
2,4/18/2014,7:58:19 PM,04/18/2014 8:04:30 PM,0.88,40.72143173,-73.84446716,40.71031189,-73.85009766,1.75,9.25,1
2,4/18/2014,12:11:41 PM,04/18/2014 12:18:56 PM,1.37,40.8788147,-73.90187836,40.83033752,-73.90918732,0,7.5,1
2,4/18/2014,2:53:32 PM,04/18/2014 3:15:47 PM,4.05,40.66103363,-73.9610672,40.71000671,-73.96243286,0,17.5,1
2,4/18/2014,7:01:12 PM,04/18/2014 7:05:39 PM,0.5,40.74715042,-73.88977051,40.747612,-73.89818573,0,6.5,1
2,4/18/2014,11:23:06 AM,04/18/2014 11:50:09 AM,6.7,40.74904633,-73.92033386,40.81720734,-73.89228058,10,35.5,1
1,4/18/2014,1:57:33 AM,04/18/2014 2:04:10 AM,2.6,40.86591721,-73.92980957,40.83668137,-73.94158173,0,10.5,1
2,4/18/2014,8:11:00 PM,04/18/2014 8:17:37 PM,2.55,40.78820801,-73.95552063,40.72652435,-73.90726471,0,10.5,1
2,4/18/2014,8:40:36 PM,04/18/2014 9:01:56 PM,4.56,40.72935867,-73.95296478,40.68628693,-73.92376709,0,19.5,1
1,4/18/2014,4:48:52 PM,04/18/2014 5:03:13 PM,1.9,40.79165649,-73.9511261,40.80893326,-73.96567535,2,15,1
1,4/18/2014,3:37:11 PM,04/18/2014 3:55:48 PM,2.4,40.71544647,-73.96032715,40.71538162,-73.99253845,3.5,17.5,1
2,4/18/2014,1:12:53 PM,04/18/2014 1:21:14 PM,1.41,40.83670807,-73.84648132,40.83376312,-73.86096191,0,8.5,1
2,4/18/2014,3:10:00 PM,04/18/2014 3:12:00 PM,0.36,40.74656296,-73.89137268,40.74281693,-73.89295959,0,4,1
1,4/18/2014,2:35:37 AM,04/18/2014 2:48:05 AM,4.2,40.71729279,-73.95840454,40.76197052,-73.94975281,0,15,1
2,4/18/2014,9:30:39 AM,04/18/2014 9:38:15 AM,1.31,40.80402374,-73.94824982,40.8053627,-73.96360016,0,8,1
2,4/18/2014,5:35:44 PM,04/18/2014 5:39:26 PM,0.79,40.72011185,-73.95549011,40.72959137,-73.95754242,1,7.5,1
1,4/18/2014,2:27:32 PM,04/18/2014 2:31:31 PM,0.9,40.83544159,-73.92053986,40.82604218,-73.91830444,0,5.5,1
2,4/18/2014,10:12:15 PM,04/18/2014 10:18:37 PM,1.24,40.79665756,-73.93802643,40.78537369,-73.94313049,0,7.5,1
2,4/18/2014,7:01:01 PM,04/18/2014 7:09:49 PM,1.27,40.71117783,-73.94896698,40.71686554,-73.96094513,0,9,1
2,4/18/2014,4:39:14 PM,04/18/2014 4:39:36 PM,0,40.8051033,-73.96231079,40.8110199,-73.95281982,0,4,1
2,4/18/2014,9:26:29 PM,04/18/2014 9:34:39 PM,1.41,40.72127533,-73.84403229,40.71707535,-73.85469055,0,8.5,1
1,4/18/2014,2:13:38 AM,04/18/2014 2:35:10 AM,13.2,40.66822815,-73.98953247,40.77789688,-73.90857697,2,40,1
1,4/18/2014,4:26:49 PM,04/18/2014 4:41:01 PM,3.1,40.67453766,-73.95812225,40.71522903,-73.96062469,2.8,16.8,1
2,4/18/2014,5:15:01 PM,04/18/2014 5:42:55 PM,6.31,40.71481323,-73.83216858,40.75360107,-73.99263,3,28.5,1
2,4/18/2014,10:49:40 AM,04/18/2014 10:58:52 AM,2.65,40.83560181,-73.94578552,40.80480957,-73.96022034,0,11,1
2,4/18/2014,6:50:38 AM,04/18/2014 6:56:08 AM,1.35,40.80500793,-73.93935394,40.79078293,-73.95365143,0,7,1
2,4/18/2014,7:43:47 PM,04/18/2014 8:07:56 PM,4.87,40.68477631,-73.97787476,40.65097809,-73.92450714,0,20.5,1
2,4/18/2014,7:19:30 PM,04/18/2014 7:38:13 PM,3.5,40.71375275,-73.83001709,40.74233246,-73.86750031,0,17,1
1,4/18/2014,10:38:17 PM,04/18/2014 10:43:22 PM,0.5,40.7143364,-73.9614563,40.72004318,-73.95985413,0,6,1
2,4/18/2014,11:48:18 PM,04/19/2014 12:17:25 AM,13.2,40.6937027,-73.96369934,40.71195221,-73.76711273,3,42,1
1,4/18/2014,9:56:45 AM,04/18/2014 10:05:00 AM,3.2,40.86759186,-73.89842987,40.82961273,-73.92124176,0,11.5,1
1,4/18/2014,11:19:56 PM,04/18/2014 11:32:32 PM,4.8,40.75827789,-73.84477997,40.76573181,-73.9188385,0,17,1
2,4/18/2014,1:15:29 AM,04/18/2014 1:35:14 AM,7.58,40.81293869,-73.94556427,40.7399292,-74.00282288,5,30.5,1
2,4/18/2014,7:31:12 PM,04/18/2014 7:34:18 PM,0.77,40.83353043,-73.86054993,40.82839966,-73.85522461,1.1,7.1,1
2,4/18/2014,1:38:05 PM,04/18/2014 1:49:22 PM,2.7,40.8217392,-73.91506958,40.78772354,-73.93959808,0,11.5,1
2,4/18/2014,11:25:27 PM,04/18/2014 11:42:36 PM,2.78,40.74943542,-73.8842392,40.76113129,-73.93031311,0,14.5,1
2,4/18/2014,2:08:22 PM,04/18/2014 2:19:05 PM,2.87,40.85747528,-73.90950012,40.87376022,-73.8766861,0,11,1
2,4/18/2014,11:33:08 PM,04/18/2014 11:58:09 PM,6.65,40.70502853,-73.93323517,40.68489075,-73.99895477,0,24,1
1,4/18/2014,9:35:33 PM,04/18/2014 9:38:38 PM,0.6,40.71665955,-73.9631424,40.71267319,-73.95639038,1.65,7.15,1
1,4/18/2014,7:54:49 PM,04/18/2014 8:06:47 PM,2.7,40.80915833,-73.94030762,40.79075241,-73.97267151,0,13,1
1,4/18/2014,8:13:26 PM,04/18/2014 8:39:50 PM,5.3,40.74764633,-73.88721466,40.76659393,-73.97861481,0,22.5,1
2,4/18/2014,12:25:46 AM,04/18/2014 12:29:07 AM,0.42,40.70962143,-73.96107483,40.71024323,-73.96850586,0,5,1
2,4/18/2014,9:59:02 PM,04/18/2014 10:09:16 PM,2.62,40.85708237,-73.88121796,40.85591507,-73.88847351,0,8,1
2,4/18/2014,10:49:46 PM,04/18/2014 10:55:13 PM,0.96,40.67741394,-73.94981384,40.67526627,-73.93331909,0,7,1
2,4/18/2014,6:40:51 PM,04/18/2014 6:45:28 PM,0.96,40.80814362,-73.96366882,40.8198967,-73.95503235,2.1,9.6,1
2,4/18/2014,1:54:25 AM,04/18/2014 1:59:50 AM,1.08,40.76842499,-73.92489624,40.77613068,-73.91054535,2,9,1
2,4/18/2014,4:20:18 PM,04/18/2014 4:33:00 PM,2.71,40.85213852,-73.93478394,40.86042023,-73.90244293,0,13.5,1
2,4/18/2014,7:00:21 PM,04/18/2014 7:05:55 PM,1.14,40.84943008,-73.9336319,40.83583069,-73.939888,0,7.5,1
2,4/18/2014,10:54:49 PM,04/18/2014 10:57:34 PM,0.46,40.75779343,-73.91651917,40.7615509,-73.92441559,0,5,1
2,4/18/2014,11:15:26 AM,04/18/2014 11:30:17 AM,2.6,40.70236588,-73.98925018,40.72577667,-73.99473572,1,13.5,1
2,4/18/2014,2:48:04 AM,04/18/2014 2:50:53 AM,0.92,40.76703262,-73.92126465,40.76235962,-73.90711212,1.1,7.1,1
2,4/18/2014,7:35:01 PM,04/18/2014 7:42:10 PM,1.15,40.7470665,-73.89044952,40.76011658,-73.89755249,0,8.5,1
1,4/18/2014,8:01:32 PM,04/18/2014 8:20:35 PM,3.4,40.71403503,-73.95359802,40.70772552,-73.94685364,0,16,1
2,4/18/2014,6:53:04 PM,04/18/2014 7:07:43 PM,2.67,40.7362175,-73.87659454,40.74088287,-73.92485809,1,15,1
1,4/18/2014,2:34:37 AM,04/18/2014 2:39:37 AM,0.7,40.7128334,-73.95864105,40.71029663,-73.96356201,1.2,7.2,1
1,4/18/2014,7:55:51 PM,04/18/2014 8:18:04 PM,4.5,40.67757797,-73.98312378,40.72967911,-73.99160004,4.1,24.6,1
2,4/18/2014,4:24:51 AM,04/18/2014 4:32:19 AM,2.34,40.85606384,-73.89141846,40.84106445,-73.9177475,0,10,1
1,4/18/2014,12:41:05 AM,04/18/2014 12:54:36 AM,3.2,40.69213867,-73.98722839,40.65604401,-73.95742035,0,14,1
2,4/18/2014,11:34:31 AM,04/18/2014 11:35:46 AM,0.44,40.79757309,-73.94898987,40.80020142,-73.94537354,0,4,1
2,4/18/2014,9:36:02 PM,04/18/2014 9:51:30 PM,1.51,40.7916069,-73.94676971,40.78862381,-73.94757843,0,12,1
2,4/18/2014,9:48:52 AM,04/18/2014 9:54:26 AM,1.21,40.78951263,-73.94332886,40.7953186,-73.93170929,0,6.5,1
2,4/18/2014,8:10:38 PM,04/18/2014 8:16:17 PM,0.97,40.68569946,-73.9566803,40.67592621,-73.96051025,0,7,1
2,4/18/2014,9:28:04 PM,04/18/2014 9:29:51 PM,0.58,40.80532837,-73.93953705,40.8106842,-73.93518829,0,5,1
2,4/18/2014,12:26:39 AM,04/18/2014 12:27:46 AM,0.35,40.84489059,-73.86786652,40.84063339,-73.87312317,0,4,1
2,4/18/2014,7:26:28 PM,04/18/2014 7:43:38 PM,2.29,40.68451691,-73.97776794,40.66596985,-73.99015808,2.7,16.7,1
2,4/18/2014,7:45:06 AM,04/18/2014 7:58:02 AM,3.65,40.77479935,-73.9087677,40.76919174,-73.8867569,2.7,16.7,1
2,4/18/2014,7:50:12 PM,04/18/2014 8:07:42 PM,3.54,40.72229767,-73.94988251,40.66281509,-73.94303894,3.1,19.1,1
2,4/18/2014,1:32:50 AM,04/18/2014 1:45:10 AM,3.11,40.80621719,-73.95399475,40.84700394,-73.93231964,2.7,16.7,1
2,4/18/2014,12:31:35 AM,04/18/2014 12:44:05 AM,2.35,40.85012436,-73.91562653,40.8571701,-73.88195038,0,12,1
1,4/18/2014,4:14:59 PM,04/18/2014 4:29:36 PM,1.3,40.80498886,-73.9397049,40.81266022,-73.93447113,0,12,1
2,4/18/2014,11:38:48 PM,04/19/2014 12:04:49 AM,5.57,40.65536118,-73.93955231,40.70412064,-73.98674011,0,22.5,1
2,4/18/2014,9:34:25 PM,04/18/2014 9:43:33 PM,2.02,40.80836487,-73.96350861,40.83110809,-73.94590759,0,10,1
2,4/18/2014,8:35:51 PM,04/18/2014 8:42:10 PM,0.75,40.71871567,-73.95910645,40.71303177,-73.9576416,0,6.5,1
1,4/18/2014,10:33:18 PM,04/18/2014 10:36:04 PM,0.5,40.73365021,-73.86985779,40.73704529,-73.86303711,0,5,1
2,4/18/2014,9:53:45 PM,04/18/2014 10:15:22 PM,6.6,40.74620819,-73.8965683,40.71738052,-73.99078369,0,24,1
2,4/18/2014,10:57:01 PM,04/18/2014 11:03:23 PM,1.26,40.68316269,-73.9955368,40.67355347,-73.97942352,1.4,8.9,1
2,4/18/2014,5:42:48 PM,04/18/2014 6:03:57 PM,5.6,40.74591827,-73.90335083,40.74108887,-73.98073578,5.12,26.12,1
2,4/18/2014,4:57:13 PM,04/18/2014 5:03:58 PM,2.32,40.67993164,-73.98149872,40.65239716,-74.00656128,0,10.5,1
1,4/18/2014,4:18:14 PM,04/18/2014 4:30:54 PM,2.9,40.82299805,-73.94189453,40.7955513,-73.97130585,3.5,17.5,1
2,4/18/2014,12:45:11 PM,04/18/2014 12:50:53 PM,0.74,40.79430389,-73.94268799,40.802948,-73.93854523,0,6,1
1,4/18/2014,9:07:22 AM,04/18/2014 9:24:56 AM,7.5,40.78775024,-73.9537735,40.77399445,-73.87075043,0,24,1
1,4/18/2014,4:15:14 AM,04/18/2014 4:23:36 AM,1.3,40.74864578,-73.87412262,40.7542572,-73.86214447,0,8.5,1
2,4/18/2014,9:39:25 PM,04/18/2014 9:54:38 PM,4.62,40.75099564,-73.94522858,40.80646515,-73.91016388,0,23.33,1
1,4/18/2014,1:04:02 PM,04/18/2014 1:27:05 PM,8.7,40.82660294,-73.95045471,40.71865463,-74.00709534,5.7,34.2,1
1,4/18/2014,5:18:40 PM,04/18/2014 5:37:58 PM,3.4,40.72069168,-73.95485687,40.72206497,-73.99321747,3.3,19.8,1
1,4/18/2014,6:23:16 PM,04/18/2014 6:28:35 PM,1,40.8045311,-73.95552063,40.81391525,-73.95993805,2,8.5,1
2,4/18/2014,7:24:20 PM,04/18/2014 7:40:46 PM,6.6,40.72177887,-73.95802307,40.72080612,-73.95675659,4.5,27.5,1
2,4/18/2014,7:19:07 PM,04/18/2014 7:21:06 PM,0.4,40.69498062,-73.99590302,40.69944763,-73.99570465,5,10,1
1,4/18/2014,4:35:46 PM,04/18/2014 4:41:35 PM,1.1,40.83422089,-73.94495392,40.83183289,-73.93547821,0,7,1
2,4/18/2014,10:37:15 AM,04/18/2014 10:50:15 AM,2.67,40.81505585,-73.94380188,40.8281517,-73.93366241,0,11.5,1
2,4/18/2014,6:59:43 PM,04/18/2014 7:06:52 PM,1.45,40.8334198,-73.94165039,40.88472366,-73.9040451,0,9,1
2,4/18/2014,8:06:46 AM,04/18/2014 8:18:25 AM,4.23,40.80627823,-73.94217682,40.76026154,-73.95832062,0,15.5,1
2,4/18/2014,8:45:38 PM,04/18/2014 8:51:02 PM,1.06,40.72382736,-73.95089722,40.71443558,-73.95729828,0,6.5,1
2,4/18/2014,9:54:49 PM,04/18/2014 10:03:03 PM,1.46,40.74401093,-73.92433929,40.73675919,-73.93551636,0,9,1
2,4/18/2014,8:18:25 AM,04/18/2014 8:56:36 AM,8.9,40.72145462,-73.84436035,40.75400162,-73.99195862,0,40.83,1
2,4/18/2014,9:05:54 PM,04/18/2014 9:13:42 PM,1.25,40.71371078,-73.82998657,40.69923782,-73.83065796,0,8,1
1,4/18/2014,7:05:06 PM,04/18/2014 7:08:25 PM,0.8,40.80795288,-73.94547272,40.80015564,-73.94124603,0,6.5,1
2,4/18/2014,12:19:24 PM,04/18/2014 12:25:42 PM,2.33,40.69925308,-73.80712128,40.67139435,-73.79988861,0,9.5,1
1,4/18/2014,10:17:14 PM,04/18/2014 10:28:58 PM,2.1,40.72047043,-73.94429779,40.70789337,-73.92391968,2.2,13.2,1
2,4/18/2014,3:44:00 PM,04/18/2014 3:52:08 PM,0.89,40.80910873,-73.94867706,40.80158615,-73.93447113,0,8.5,1
2,4/18/2014,5:36:54 PM,04/18/2014 6:06:39 PM,6.11,40.71750641,-73.96034241,40.76041794,-73.9839325,5,30.5,1
1,4/18/2014,2:52:28 PM,04/18/2014 3:01:10 PM,2.1,40.79758072,-73.93733215,40.77108765,-73.95632935,0,9.5,1
2,4/18/2014,8:17:35 PM,04/18/2014 8:30:26 PM,2.64,40.82611084,-73.9394989,40.85601044,-73.93547058,3.6,16.1,1
2,4/18/2014,11:16:33 PM,04/18/2014 11:25:52 PM,1.62,40.70238876,-73.98667908,40.68524551,-73.97808838,0,9.5,1
2,4/18/2014,9:47:28 PM,04/18/2014 9:57:46 PM,1.74,40.82338715,-73.95259094,40.8041687,-73.95477295,0,10,1
2,4/18/2014,3:18:10 PM,04/18/2014 3:22:15 PM,0.93,40.86271667,-73.90196228,40.86901093,-73.88904572,0,5.5,1
1,4/18/2014,3:55:47 AM,04/18/2014 4:10:46 AM,8.2,40.71131516,-73.96531677,40.65937424,-73.98477173,0,25,1
2,4/18/2014,12:31:09 PM,04/18/2014 12:34:10 PM,0.49,40.86283875,-73.9012146,40.86161804,-73.9096756,0,4.5,1
2,4/18/2014,9:23:53 PM,04/18/2014 9:41:51 PM,4.19,40.70137787,-73.94287109,40.6456604,-74.00675964,0,17,1
2,4/18/2014,8:57:06 AM,04/18/2014 9:07:36 AM,2.74,40.68234253,-73.99588776,40.64674377,-74.01582336,2.2,13.7,1
1,4/18/2014,8:01:08 PM,04/18/2014 8:07:42 PM,1.1,40.69075775,-73.99180603,40.69367599,-73.9758606,0,7,1
2,4/18/2014,12:18:16 PM,04/18/2014 1:12:56 PM,16.2,40.84973526,-73.93341064,40.62094116,-74.01306152,0,52,1
2,4/18/2014,11:33:16 PM,04/18/2014 11:53:35 PM,2.64,40.70964432,-73.96701813,40.72240067,-73.99152374,3,18.5,1
2,4/18/2014,7:54:45 PM,04/18/2014 8:05:44 PM,0,40.81837845,-73.93756866,40.83296585,-73.90917206,0,9,1
2,4/18/2014,6:49:03 PM,04/18/2014 7:09:13 PM,6.59,40.81351471,-73.95645905,40.84608078,-73.88478088,0,23.5,1
1,4/18/2014,2:16:27 PM,04/18/2014 2:22:13 PM,1.1,40.7034111,-73.98957825,0,0,1.3,7.8,1
2,4/18/2014,11:27:48 PM,04/18/2014 11:40:15 PM,2.5,40.74583817,-73.90343475,40.7686882,-73.92525482,0,12,1
1,4/18/2014,8:13:04 AM,04/18/2014 8:18:52 AM,1.3,40.73461914,-73.95269012,40.7480011,-73.9473114,1.5,9,1
2,4/18/2014,7:32:17 AM,04/18/2014 7:32:30 AM,0,40.64705658,-73.8850708,40.64704132,-73.88511658,0,12,1
2,4/18/2014,6:31:17 PM,04/18/2014 6:38:17 PM,1.07,40.7178688,-73.95776367,40.72748566,-73.94382477,0,8,1
2,4/18/2014,8:27:51 AM,04/18/2014 9:01:00 AM,5.48,40.67663956,-73.95468903,40.71992111,-74.00875854,2.5,27.5,1
2,4/18/2014,10:11:50 PM,04/18/2014 10:24:17 PM,4.5,40.72097397,-73.84424591,40.75992966,-73.82376862,3.1,19.1,1
2,4/18/2014,8:20:58 PM,04/18/2014 8:32:48 PM,1.86,40.77561569,-73.90988159,40.75522232,-73.92234039,2,12.5,1
1,4/18/2014,3:44:04 PM,04/18/2014 4:05:39 PM,4,40.8044548,-73.96639252,40.8325119,-73.93704224,0,18,1
1,4/18/2014,10:02:51 AM,04/18/2014 10:08:20 AM,0.9,40.76957321,-73.91015625,40.75810242,-73.91983795,1.2,7.2,1
1,4/18/2014,11:11:56 AM,04/18/2014 11:29:08 AM,4.4,40.8062973,-73.96546936,40.76329803,-73.9808197,3.4,20.4,1
2,4/18/2014,5:01:49 PM,04/18/2014 5:21:33 PM,3.98,40.80382156,-73.95586395,40.85313797,-73.93424988,3.5,21.5,1
1,4/18/2014,6:41:30 PM,04/18/2014 6:58:38 PM,4,40.6903801,-73.98801422,40.64107132,-73.96150208,0,16.5,1
2,4/18/2014,8:48:06 PM,04/18/2014 9:09:02 PM,5.65,40.79707336,-73.94907379,40.7368927,-73.95263672,0,21,1
2,4/18/2014,12:21:54 AM,04/18/2014 12:26:37 AM,0.96,40.74754333,-73.88650513,40.7417717,-73.88080597,0,6,1
2,4/18/2014,10:31:35 AM,04/18/2014 10:46:39 AM,3.22,40.70254135,-73.98925018,40.73013306,-74.00652313,3.38,17.38,1
2,4/18/2014,2:37:33 PM,04/18/2014 2:58:20 PM,3.37,40.75022125,-73.95028687,40.75416183,-73.96422577,4,20.5,1
2,4/18/2014,11:10:22 AM,04/18/2014 11:39:50 AM,7.91,40.82197571,-73.94252777,40.7423172,-73.99720764,3,31,1
2,4/18/2014,4:28:12 AM,04/18/2014 4:37:51 AM,3.31,40.72216034,-73.9575882,40.72039795,-73.9968338,0,12.5,1
2,4/18/2014,1:39:29 AM,04/18/2014 1:43:03 AM,0.74,40.76052856,-73.92235565,40.76557541,-73.91360474,0,6,1
2,4/18/2014,4:24:51 PM,04/18/2014 4:37:11 PM,3.87,40.73202515,-73.8627243,40.76760864,-73.86654663,0,15.5,1
2,4/18/2014,8:14:08 PM,04/18/2014 8:20:10 PM,0.88,40.7449913,-73.90368652,40.73786545,-73.89892578,0,7,1
2,4/18/2014,4:40:41 PM,04/18/2014 4:56:59 PM,2.82,40.6846962,-73.97798157,40.69274521,-73.92429352,0,14.5,1
2,4/18/2014,9:12:28 PM,04/18/2014 9:19:28 PM,1.77,40.79071808,-73.95149994,40.78690338,-73.9752121,0,8.5,1
2,4/18/2014,2:38:52 PM,04/18/2014 3:03:56 PM,5.35,40.80810165,-73.96392059,40.75843048,-73.98468781,4.5,27.5,1
2,4/18/2014,4:56:52 PM,04/18/2014 5:05:01 PM,1.23,40.74677658,-73.89151001,40.75255203,-73.87759399,0,9,1
2,4/18/2014,1:31:29 AM,04/18/2014 1:41:29 AM,2.21,40.74626541,-73.89646912,40.7553215,-73.86054993,0,10.5,1
